data;turno;hora;seq;operacao;produto;bico;quantidade;deposito;pessoa;documento;tipo_doc;data_doc;tributacao;preco_unit;valor;vendedor;abastecimento;hora_abastec;usuario;estacao;empresa;mlid;grid;conta;nr_item;produto_kit;produto_kit_id;encerrante;valor_desconto;preco_unit_orig;orcamento_produto;ponto;cupom_produto;medicao_sugerida;comanda;comanda_produto;departamento;mesa_produto;tipo_desconto;obs;preco_unit_venda;motivo_inventario;abastecimento_manual;preco_unit_base;preco_unit_prazo;preco_unit_bico;dia_fiscal;cst_pis;cst_cofins;natureza_receita;preco_unit_fiscal;numero_pedido;numero_item_pedido;relevante
24/03/2013;2;24/03/2013 18:57;304;V;165825;NULL;1;534526;NULL;702692;ECF;24/03/2013;60;2.5;2.5;NULL;NULL;NULL;ROSENIL;POSTASANTAELISA.WORKGROUP;56730;42953836125;42953836147;1.1.2.05;NULL;NULL;NULL;NULL;0;2.5;NULL;NULL;42953836141;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.5;NULL;NULL;2.5;0;0;24/03/2013;1;1;NULL;NULL;NULL;NULL;NULL
24/03/2013;2;24/03/2013 18:51;311;V;10158;4;31.351;532054;NULL;725812;ECF;24/03/2013;60;2.99;93.73;NULL;434428;24/03/2013 18:50;FABIANO;USUARIO-PC.WORKGROUP;56730;42953836196;42953836202;1.1.2.13;NULL;NULL;NULL;554406;0;2.99;NULL;NULL;42953836199;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;24/03/2013;4;4;51;NULL;NULL;NULL;NULL
24/03/2013;2;24/03/2013 20:23;440;V;160909;NULL;3;534526;NULL;702719;ECF;24/03/2013;60;3;9;NULL;NULL;NULL;ROSENIL;POSTASANTAELISA.WORKGROUP;56730;42953836857;42953836864;1.1.2.05;NULL;NULL;NULL;NULL;0;3;NULL;NULL;42953836860;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;3;0;0;24/03/2013;1;1;NULL;NULL;NULL;NULL;NULL
24/03/2013;2;24/03/2013 20:47;500;V;162717;NULL;1;534526;NULL;702726;ECF;24/03/2013;60;3.5;3.5;NULL;NULL;NULL;ROSENIL;POSTASANTAELISA.WORKGROUP;56730;42953837078;42953837122;1.1.2.05;NULL;NULL;NULL;NULL;0;3.5;NULL;NULL;42953837087;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.5;NULL;NULL;3.5;0;0;24/03/2013;4;4;142;NULL;NULL;NULL;NULL
24/03/2013;2;24/03/2013 20:36;543;V;10333;9;44.729;532080;NULL;725861;ECF;24/03/2013;60;1.99;89.01;219034;434490;24/03/2013 19:36;FABIANO;USUARIO-PC.WORKGROUP;56730;42953837131;42953837216;1.1.2.13;NULL;NULL;NULL;723928.68;0;1.99;NULL;NULL;42953837173;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;24/03/2013;4;4;61;NULL;NULL;NULL;NULL
24/03/2013;2;24/03/2013 21:35;752;V;10158;23;3.011;532055;NULL;725883;ECF;24/03/2013;60;2.99;9;219034;434447;24/03/2013 19:02;FABIANO;USUARIO-PC.WORKGROUP;56730;42953837835;42953837859;1.1.2.13;NULL;NULL;NULL;454380.55;0;2.99;NULL;NULL;42953837846;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;24/03/2013;4;4;51;NULL;NULL;NULL;NULL
25/03/2013;1;25/03/2013 06:54;37;V;10333;24;25.126;532093;NULL;725902;ECF;25/03/2013;60;1.99;50;1978879;434669;25/03/2013 06:48;VAGNER;USUARIO-PC.WORKGROUP;56730;42953838277;42953838349;1.1.2.03;NULL;NULL;NULL;731798.06;0;1.99;NULL;NULL;42953838339;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;25/03/2013;4;4;61;NULL;NULL;NULL;NULL
25/03/2013;1;25/03/2013 07:53;132;V;10158;4;16.723;532054;NULL;725924;ECF;25/03/2013;60;2.99;50;NULL;434742;25/03/2013 07:38;VAGNER;USUARIO-PC.WORKGROUP;56730;42953838813;42953838831;1.1.2.03;NULL;NULL;NULL;554574.3;0;2.99;NULL;NULL;42953838817;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;25/03/2013;4;4;51;NULL;NULL;NULL;NULL
25/03/2013;1;25/03/2013 07:56;151;V;10333;15;35.181;532093;NULL;725925;ECF;25/03/2013;60;1.99;70.01;1978879;434771;25/03/2013 07:51;VAGNER;USUARIO-PC.WORKGROUP;56730;42953838866;42953838882;1.1.2.03;NULL;NULL;NULL;788029.97;0;1.99;NULL;NULL;42953838874;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;25/03/2013;4;4;61;NULL;NULL;NULL;NULL
25/03/2013;1;25/03/2013 08:02;166;V;10333;18;41.629;532093;NULL;725928;ECF;25/03/2013;60;1.99;82.84;964452;434639;25/03/2013 06:22;VAGNER;USUARIO-PC.WORKGROUP;56730;42953838916;42953838954;1.1.2.03;NULL;NULL;NULL;778748.11;0;1.99;NULL;NULL;42953838937;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;25/03/2013;4;4;61;NULL;NULL;NULL;NULL
25/03/2013;1;25/03/2013 08:02;169;V;10333;12;42.739;532080;NULL;725928;ECF;25/03/2013;60;1.99;85.05;42949697144;434708;25/03/2013 07:16;VAGNER;USUARIO-PC.WORKGROUP;56730;42953838916;42953838957;1.1.2.03;NULL;NULL;NULL;882161.33;0;1.99;NULL;NULL;42953838938;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;25/03/2013;4;4;61;NULL;NULL;NULL;NULL
25/03/2013;1;25/03/2013 09:11;277;V;10158;4;40.538;532054;NULL;725966;ECF;25/03/2013;60;2.99;121.2;NULL;434879;25/03/2013 09:08;VAGNER;USUARIO-PC.WORKGROUP;56730;42953839679;42953839689;1.1.2.03;NULL;NULL;NULL;554654.67;0;2.99;NULL;NULL;42953839687;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;25/03/2013;4;4;51;NULL;NULL;NULL;NULL
25/03/2013;1;25/03/2013 09:40;318;V;4295603334;2;242.082;532057;66416;771252;ECF;25/03/2013;60;2.69;651.2;NULL;434905;25/03/2013 09:33;ADEMAR;CAIXA_GNV.STAELISA;56730;42953839966;42953839992;1.1.2.04;NULL;NULL;NULL;319812.05;0;2.69;NULL;NULL;42953839968;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.69;NULL;NULL;0;0;0;25/03/2013;4;4;52;NULL;NULL;NULL;NULL
06/04/2013;1;06/04/2013 11:24;654;V;140626;NULL;1;534526;NULL;705357;ECF;06/04/2013;60;2;2;NULL;NULL;NULL;MARCILENE;POSTASANTAELISA.WORKGROUP;56730;42953972564;42953972582;1.1.2.05;NULL;NULL;NULL;NULL;0;2;NULL;NULL;42953972567;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;NULL;NULL;2;0;0;06/04/2013;4;4;663;NULL;NULL;NULL;NULL
25/03/2013;1;25/03/2013 10:01;428;V;10158;4;3.345;532054;NULL;725995;ECF;25/03/2013;60;2.99;10;NULL;434930;25/03/2013 09:58;VAGNER;USUARIO-PC.WORKGROUP;56730;42953840302;42953840384;1.1.2.03;NULL;NULL;NULL;554668.35;0;2.99;NULL;NULL;42953840371;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;25/03/2013;4;4;51;NULL;NULL;NULL;NULL
25/03/2013;1;25/03/2013 10:44;480;V;10333;21;10.051;532093;NULL;726019;ECF;25/03/2013;60;1.99;20;1665629;434976;25/03/2013 10:35;VAGNER;USUARIO-PC.WORKGROUP;56730;42953840709;42953840723;1.1.2.03;NULL;NULL;NULL;608918.41;0;1.99;NULL;NULL;42953840716;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;25/03/2013;4;4;61;NULL;NULL;NULL;NULL
25/03/2013;1;25/03/2013 12:24;672;V;42953798505;NULL;2;534526;NULL;702791;ECF;25/03/2013;60;0.5;1;NULL;NULL;NULL;MARCILENE;POSTASANTAELISA.WORKGROUP;56730;42953841910;42953841917;1.1.2.05;NULL;NULL;NULL;NULL;0;0.5;NULL;NULL;42953841912;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5;NULL;NULL;0.5;0;0;25/03/2013;1;1;NULL;NULL;NULL;NULL;NULL
25/03/2013;2;25/03/2013 15:21;167;V;17179869363;NULL;1;534526;NULL;702818;ECF;25/03/2013;60;6.75;6.75;NULL;NULL;NULL;ROSENIL;POSTASANTAELISA.WORKGROUP;56730;42953844099;42953844213;1.1.2.05;NULL;NULL;NULL;NULL;0;6.75;NULL;NULL;42953844155;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6.75;NULL;NULL;6.75;0;0;25/03/2013;4;4;658;NULL;NULL;NULL;NULL
25/03/2013;2;25/03/2013 17:19;407;V;10333;24;10.563;532093;NULL;726347;ECF;25/03/2013;60;1.99;21.02;NULL;435477;25/03/2013 16:45;EDINEIS;USUARIO-PC.WORKGROUP;56730;42953845734;42953845749;1.1.2.03;NULL;NULL;NULL;732646.17;0;1.99;NULL;NULL;42953845738;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;25/03/2013;4;4;61;NULL;NULL;NULL;NULL
25/03/2013;2;25/03/2013 17:58;497;V;532149;28;8.381;532153;NULL;771375;ECF;25/03/2013;60;1.97;16.51;NULL;435578;25/06/2012 17:52;EDUEZIO;CAIXA_GNV.STAELISA;56730;42953846221;42953846238;1.1.2.04;NULL;NULL;NULL;573852.85;0;1.97;NULL;NULL;42953846226;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.97;NULL;NULL;0;0;0;25/03/2013;1;1;NULL;NULL;NULL;NULL;NULL
25/03/2013;2;25/03/2013 18:42;531;V;142186;NULL;1;534526;NULL;702841;ECF;25/03/2013;60;1.5;1.5;NULL;NULL;NULL;ROSENIL;POSTASANTAELISA.WORKGROUP;56730;42953846493;42953846649;1.1.2.05;NULL;NULL;NULL;NULL;0;1.5;NULL;NULL;42953846644;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.5;NULL;NULL;1.5;0;0;25/03/2013;1;1;NULL;NULL;NULL;NULL;NULL
25/03/2013;2;25/03/2013 20:15;632;V;10333;3;25.126;532080;NULL;771428;ECF;25/03/2013;60;1.99;50;NULL;435761;25/03/2013 20:09;EDUEZIO;CAIXA_GNV.STAELISA;56730;42953847707;42953847711;1.1.2.04;NULL;NULL;NULL;736169.92;0;1.99;NULL;NULL;42953847709;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;25/03/2013;4;4;61;NULL;NULL;NULL;NULL
25/03/2013;2;25/03/2013 20:49;651;V;156105;NULL;2;534526;NULL;702857;ECF;25/03/2013;60;9.99;19.98;NULL;NULL;NULL;ROSENIL;POSTASANTAELISA.WORKGROUP;56730;42953847616;42953847897;1.1.2.05;NULL;NULL;NULL;NULL;0;9.99;NULL;NULL;42953847787;NULL;NULL;NULL;NULL;NULL;NULL;NULL;9.99;NULL;NULL;9.99;0;0;25/03/2013;1;1;NULL;NULL;NULL;NULL;NULL
25/03/2013;2;25/03/2013 21:11;740;V;10333;3;37.779;532080;NULL;771446;ECF;25/03/2013;60;1.99;75.18;NULL;435805;25/03/2013 21:04;EDUEZIO;CAIXA_GNV.STAELISA;56730;42953848284;42953848288;1.1.2.04;NULL;NULL;NULL;736256.03;0;1.99;NULL;NULL;42953848286;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;25/03/2013;4;4;61;NULL;NULL;NULL;NULL
26/03/2013;1;26/03/2013 08:06;151;V;10158;10;0.422;532054;NULL;726541;ECF;26/03/2013;60;2.99;1.26;218931;436024;26/03/2013 07:57;VAGNER;USUARIO-PC.WORKGROUP;56730;42953850253;42953850325;1.1.2.03;NULL;NULL;NULL;316518.21;0;2.99;NULL;NULL;42953850257;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;26/03/2013;4;4;51;NULL;NULL;NULL;NULL
26/03/2013;1;26/03/2013 09:09;272;V;532149;27;19.076;532153;349812;771490;ECF;26/03/2013;60;1.97;37.57;NULL;436107;26/06/2012 09:07;ADEMAR;CAIXA_GNV.STAELISA;56730;42953850967;42953850980;1.1.2.04;NULL;NULL;NULL;306750.26;0;1.97;NULL;NULL;42953850970;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.97;NULL;NULL;0;0;0;26/03/2013;1;1;NULL;NULL;NULL;NULL;NULL
26/03/2013;1;26/03/2013 11:29;506;V;10158;23;6.679;532055;NULL;726657;ECF;26/03/2013;60;2.99;19.97;218931;436285;26/03/2013 11:13;VAGNER;USUARIO-PC.WORKGROUP;56730;42953852412;42953852453;1.1.2.03;NULL;NULL;NULL;455152.03;0;2.99;NULL;NULL;42953852414;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;26/03/2013;4;4;51;NULL;NULL;NULL;NULL
26/03/2013;1;26/03/2013 11:52;520;V;137819;NULL;1;534526;NULL;702928;ECF;26/03/2013;60;1;1;NULL;NULL;NULL;MARCILENE;POSTASANTAELISA.WORKGROUP;56730;42953852441;42953852523;1.1.2.05;NULL;NULL;NULL;NULL;0;1;NULL;NULL;42953852512;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;1;0;0;26/03/2013;1;1;NULL;NULL;NULL;NULL;NULL
26/03/2013;1;26/03/2013 12:00;539;V;17179869759;NULL;1;534526;NULL;702929;ECF;26/03/2013;60;3;3;NULL;NULL;NULL;MARCILENE;POSTASANTAELISA.WORKGROUP;56730;42953852533;42953852599;1.1.2.05;NULL;NULL;NULL;NULL;0;3;NULL;NULL;42953852540;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;3;0;0;26/03/2013;4;4;658;NULL;NULL;NULL;NULL
26/03/2013;1;26/03/2013 12:13;583;V;17179869759;NULL;1;534526;NULL;702930;ECF;26/03/2013;60;3;3;NULL;NULL;NULL;MARCILENE;POSTASANTAELISA.WORKGROUP;56730;42953852606;42953852778;1.1.2.05;NULL;NULL;NULL;NULL;0;3;NULL;NULL;42953852609;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;3;0;0;26/03/2013;4;4;658;NULL;NULL;NULL;NULL
25/03/2013;1;26/03/2013 15:57;885;V;8590960304;NULL;5;534526;NULL;;;NULL;;5.5;27.5;NULL;NULL;NULL;BRUNO;SANTAELISA-PC01.WORKGROUP;56730;3257568;3257569;1.1.2.05;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;5;5;289;NULL;NULL;NULL;NULL
26/03/2013;2;26/03/2013 14:44;132;V;10158;13;5.021;532055;NULL;726799;ECF;26/03/2013;60;2.99;15.01;1507596;436556;26/03/2013 14:41;EDINEIS;USUARIO-PC.WORKGROUP;56730;42953854850;42953854864;1.1.2.03;NULL;NULL;NULL;305147.69;0;2.99;NULL;NULL;42953854855;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;26/03/2013;4;4;51;NULL;NULL;NULL;NULL
30/03/2013;1;30/03/2013 15:36;815;E;142335;;12;534526;85578;573;;30/03/2013;60;1.395.833;16.75;NULL;NULL;NULL;BRUNO;SANTAELISA-PC01.WORKGROUP;56730;3329308;3329352;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;73;73;NULL;NULL;NULL;NULL;NULL
26/03/2013;2;26/03/2013 17:46;472;V;10158;13;23.081;532055;NULL;726978;ECF;26/03/2013;60;2.99;69.01;219034;436824;26/03/2013 17:45;EDINEIS;USUARIO-PC.WORKGROUP;56730;42953857301;42953857311;1.1.2.03;NULL;NULL;NULL;305196.85;0;2.99;NULL;NULL;42953857307;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;26/03/2013;4;4;51;NULL;NULL;NULL;NULL
26/03/2013;2;26/03/2013 19:50;605;V;139653;NULL;1;534526;NULL;703017;ECF;26/03/2013;60;3.5;3.5;NULL;NULL;NULL;KELLY;POSTASANTAELISA.WORKGROUP;56730;42953858559;42953858579;1.1.2.05;NULL;NULL;NULL;NULL;0;3.5;NULL;NULL;42953858565;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.5;NULL;NULL;3.5;0;0;26/03/2013;4;4;663;NULL;NULL;NULL;NULL
26/03/2013;3;26/03/2013 20:54;160;V;10333;15;12.563;532093;NULL;727050;ECF;26/03/2013;60;1.99;25;219034;437068;26/03/2013 20:44;JOSISLAINY;USUARIO-PC.WORKGROUP;56730;42953859384;42953859437;1.1.2.03;NULL;NULL;NULL;790250.04;0;1.99;NULL;NULL;42953859409;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;26/03/2013;4;4;61;NULL;NULL;NULL;NULL
26/03/2013;2;26/03/2013 21:19;753;V;161487;NULL;1;534526;NULL;703038;ECF;26/03/2013;60;3.5;3.5;NULL;NULL;NULL;KELLY;POSTASANTAELISA.WORKGROUP;56730;42953859528;42953859543;1.1.2.05;NULL;NULL;NULL;NULL;0;3.5;NULL;NULL;42953859538;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.5;NULL;NULL;3.5;0;0;26/03/2013;1;1;NULL;NULL;NULL;NULL;NULL
27/03/2013;1;27/03/2013 07:26;76;V;10334;11;11.11;532058;192530;727123;ECF;27/03/2013;60;2.99;33.21;1665629;437311;27/03/2013 07:25;VAGNER;USUARIO-PC.WORKGROUP;56730;42953861424;42953861435;1.1.2.03;NULL;NULL;NULL;573212.97;0;2.99;NULL;NULL;42953861426;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;27/03/2013;4;4;51;NULL;NULL;NULL;NULL
27/03/2013;1;27/03/2013 08:08;123;V;10334;17;1.673;532058;NULL;727142;ECF;27/03/2013;60;2.99;5;1978879;437353;27/03/2013 07:55;VAGNER;USUARIO-PC.WORKGROUP;56730;42953861719;42953861731;1.1.2.03;NULL;NULL;NULL;521591.2;0;2.99;NULL;NULL;42953861724;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;27/03/2013;4;4;51;NULL;NULL;NULL;NULL
27/03/2013;1;27/03/2013 08:40;177;V;10333;21;10.061;532093;NULL;727171;ECF;27/03/2013;60;1.99;20.02;964452;437421;27/03/2013 08:39;VAGNER;USUARIO-PC.WORKGROUP;56730;42953862090;42953862099;1.1.2.03;NULL;NULL;NULL;610742.55;0;1.99;NULL;NULL;42953862094;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;27/03/2013;4;4;61;NULL;NULL;NULL;NULL
27/03/2013;1;27/03/2013 09:52;333;V;10158;10;0.432;532054;NULL;727213;ECF;27/03/2013;60;2.99;1.29;1665629;437504;27/03/2013 09:48;VAGNER;USUARIO-PC.WORKGROUP;56730;42953862912;42953862919;1.1.2.03;NULL;NULL;NULL;317176.26;0;2.99;NULL;NULL;42953862915;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;27/03/2013;4;4;51;NULL;NULL;NULL;NULL
27/03/2013;1;27/03/2013 11:00;460;V;10333;24;25.126;532093;NULL;727254;ECF;27/03/2013;60;1.99;50;1978879;437590;27/03/2013 10:50;VAGNER;USUARIO-PC.WORKGROUP;56730;42953863662;42953863702;1.1.2.03;NULL;NULL;NULL;734640.68;0;1.99;NULL;NULL;42953863671;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;27/03/2013;4;4;61;NULL;NULL;NULL;NULL
27/03/2013;1;27/03/2013 11:10;474;V;532149;27;6.259;532153;NULL;771740;ECF;27/03/2013;60;1.97;12.33;NULL;437591;27/06/2012 10:55;ADEMAR;CAIXA_GNV.STAELISA;56730;42953863688;42953863759;1.1.2.04;NULL;NULL;NULL;307450.45;0;1.97;NULL;NULL;42953863690;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.97;NULL;NULL;0;0;0;27/03/2013;1;1;NULL;NULL;NULL;NULL;NULL
27/03/2013;1;27/03/2013 11:20;509;V;10158;23;5.686;532055;NULL;727261;ECF;27/03/2013;60;2.99;17;2495729;437625;27/03/2013 11:18;VAGNER;USUARIO-PC.WORKGROUP;56730;42953863938;42953863948;1.1.2.03;NULL;NULL;NULL;455728.45;0;2.99;NULL;NULL;42953863943;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;27/03/2013;4;4;51;NULL;NULL;NULL;NULL
19/03/2013;2;27/03/2013 13:16;932;A;10333;6;50;532080;637774;;;NULL;;0;0.01;NULL;NULL;NULL;BRUNO;SANTAELISA-PC01.WORKGROUP;56730;NULL;3262676;1.1.2.03;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;4;4;61;NULL;NULL;NULL;NULL
27/03/2013;2;27/03/2013 14:54;166;V;10333;15;25.126;532093;NULL;727430;ECF;27/03/2013;60;1.99;50;NULL;437928;27/03/2013 14:51;EDINEIS;USUARIO-PC.WORKGROUP;56730;42953867009;42953867013;1.1.2.03;NULL;NULL;NULL;791351.52;0;1.99;NULL;NULL;42953867011;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;27/03/2013;4;4;61;NULL;NULL;NULL;NULL
27/03/2013;2;27/03/2013 15:51;275;V;532149;26;12.919;532152;NULL;771839;ECF;27/03/2013;60;1.97;25.45;NULL;438003;27/06/2012 15:49;FABIANO;CAIXA_GNV.STAELISA;56730;42953867582;42953867606;1.1.2.04;NULL;NULL;NULL;601065.47;0;1.97;NULL;NULL;42953867594;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.97;NULL;NULL;0;0;0;27/03/2013;1;1;NULL;NULL;NULL;NULL;NULL
27/03/2013;2;27/03/2013 15:53;282;V;10334;11;8.362;532058;1011627;727480;ECF;27/03/2013;60;2.99;25;218931;438011;27/03/2013 15:49;EDINEIS;USUARIO-PC.WORKGROUP;56730;42953867663;42953867706;1.1.2.03;NULL;NULL;NULL;573705.91;0;2.99;NULL;NULL;42953867667;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;27/03/2013;4;4;51;NULL;NULL;NULL;NULL
27/03/2013;2;27/03/2013 16:19;347;V;10334;14;20;532058;4297008615;727504;ECF;27/03/2013;60;2.99;59.8;637774;438052;27/03/2013 16:18;EDINEIS;USUARIO-PC.WORKGROUP;56730;42953868116;42953868129;1.1.2.03;NULL;NULL;NULL;565683.24;0;2.99;NULL;NULL;42953868118;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;27/03/2013;4;4;51;NULL;NULL;NULL;NULL
27/03/2013;2;27/03/2013 16:57;390;V;165825;NULL;4;534526;NULL;703188;ECF;27/03/2013;60;2.5;10;NULL;NULL;NULL;ROSENIL;POSTASANTAELISA.WORKGROUP;56730;42953868383;42953868419;1.1.2.05;NULL;NULL;NULL;NULL;0;2.5;NULL;NULL;42953868387;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.5;NULL;NULL;2.5;0;0;27/03/2013;1;1;NULL;NULL;NULL;NULL;NULL
27/03/2013;2;27/03/2013 19:12;646;V;17179869274;NULL;1;534526;NULL;703224;ECF;27/03/2013;60;1.5;1.5;NULL;NULL;NULL;KELLY;POSTASANTAELISA.WORKGROUP;56730;42953870127;42953870167;1.1.2.05;NULL;NULL;NULL;NULL;0;1.5;NULL;NULL;42953870151;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.5;NULL;NULL;1.5;0;0;27/03/2013;1;1;NULL;NULL;NULL;NULL;NULL
27/03/2013;3;27/03/2013 20:17;59;V;10333;15;50.739;532093;NULL;727645;ECF;27/03/2013;60;1.99;100.97;NULL;438385;27/03/2013 19:47;JOSISLAINY;USUARIO-PC.WORKGROUP;56730;42953870654;42953870665;1.1.2.03;NULL;NULL;NULL;791817.56;0;1.99;NULL;NULL;42953870657;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;27/03/2013;4;4;61;NULL;NULL;NULL;NULL
27/03/2013;3;27/03/2013 20:24;63;V;10333;12;15.076;532080;NULL;727647;ECF;27/03/2013;60;1.99;30;NULL;438421;27/03/2013 20:08;JOSISLAINY;USUARIO-PC.WORKGROUP;56730;42953870711;42953870715;1.1.2.03;NULL;NULL;NULL;885605.5;0;1.99;NULL;NULL;42953870713;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;27/03/2013;4;4;61;NULL;NULL;NULL;NULL
27/03/2013;2;27/03/2013 20:54;737;V;140651;NULL;1;534526;NULL;703242;ECF;27/03/2013;60;3;3;NULL;NULL;NULL;KELLY;POSTASANTAELISA.WORKGROUP;56730;42953870811;42953870906;1.1.2.05;NULL;NULL;NULL;NULL;0;3;NULL;NULL;42953870875;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;3;0;0;27/03/2013;4;4;663;NULL;NULL;NULL;NULL
27/03/2013;2;27/03/2013 21:45;874;V;532149;26;22.858;532152;NULL;771907;ECF;27/03/2013;60;1.97;45.03;NULL;438454;27/06/2012 20:43;FABIANO;CAIXA_GNV.STAELISA;56730;42953871787;42953871914;1.1.2.04;NULL;NULL;NULL;601337.59;0;1.97;NULL;NULL;42953871864;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.97;NULL;NULL;0;0;0;27/03/2013;1;1;NULL;NULL;NULL;NULL;NULL
27/03/2013;2;27/03/2013 23:11;953;V;579525;NULL;1;534526;NULL;703269;ECF;27/03/2013;60;3;3;NULL;NULL;NULL;KELLY;POSTASANTAELISA.WORKGROUP;56730;42953872556;42953872601;1.1.2.05;NULL;NULL;NULL;NULL;0;3;NULL;NULL;42953872559;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;3;0;0;27/03/2013;4;4;640;NULL;NULL;NULL;NULL
27/03/2013;2;27/03/2013 23:28;1002;V;532149;28;5.528;532153;NULL;771918;ECF;27/03/2013;60;1.97;10.89;NULL;438571;27/06/2012 22:34;FABIANO;CAIXA_GNV.STAELISA;56730;42953872760;42953872836;1.1.2.04;NULL;NULL;NULL;575855.09;0;1.97;NULL;NULL;42953872772;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.97;NULL;NULL;0;0;0;27/03/2013;1;1;NULL;NULL;NULL;NULL;NULL
27/03/2013;2;27/03/2013 23:51;1037;V;17179869341;NULL;2;534526;NULL;703275;ECF;27/03/2013;60;6.75;13.5;NULL;NULL;NULL;KELLY;POSTASANTAELISA.WORKGROUP;56730;42953872926;42953872991;1.1.2.05;NULL;NULL;NULL;NULL;0;6.75;NULL;NULL;42953872928;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6.75;NULL;NULL;6.75;0;0;27/03/2013;4;4;658;NULL;NULL;NULL;NULL
